Company,Question,Date
Data Analyst at A3logics was asked...,Why do you think you are suitable for this role?,8-Feb-16
Data Analyst at HMS Global was asked...,"My education, my skills, first and foremost TMAY.",15-Jul-16
Data Analyst (Using R) at Perceptive Analytics was asked...,"Different statistical predictive modelling techniques and their intuition. Explanation in terms of layman's words, thats all!",5-Feb-17
Data Analyst at FlyNava Technologies was asked...,They asked me to explain about my research paper in more detail and on my coding skills,5-Feb-18
Junior Data Analyst at Sutra Analytics was asked...,How many lamp post in your city,21-Mar-18
Data Analyst at Ravinia Music Festival was asked...,tell me about your self,2-Aug-18
Data Analyst at Marketly was asked...,Can you work on weekends?,24-Apr-19
Data Analyst at LogisticsNow was asked...,Do you know Python ?,21-Oct-19
Data Analyst at ECS (NJ) was asked...,"questions based on resume points, projects related to data analytics",20-Nov-19
Data Analyst at Amplus Energy Solutions was asked...,how do you justify the seemingly irrelevant things mentioned in your CV?,2-Sep-18
Data Analyst at Virtusa was asked...,Names of Google apps or products.,25-Sep-18
Data Analyst at Mapbox was asked...,Tell us about yourself?,7-Aug-18
Data Analyst at Salve Software Services was asked...,About my passion to work in their Company.,11-Apr-19
Data Analyst at Simplify360 was asked...,ML algoritms and presentations on some data,12-Jul-19
Data Analyst at LogisticsNow was asked...,Do you know Python ?,21-Oct-19
Data Analyst at ECS (NJ) was asked...,"questions based on resume points, projects related to data analytics",20-Nov-19
Data Analyst at Increasingly was asked...,Why should we hire you?,11-Nov-19
Data Analyst at Virtusa was asked...,synonym of Buy,30-Dec-19
Data Analyst at Indegene was asked...,Outlier treatement,8-Jan-20
Data Analyst at Simplify360 was asked...,ML algoritms and presentations on some data,12-Jul-19
Data Analyst at Increasingly was asked...,Why should we hire you?,11-Nov-19
Senior Data Analyst at Net Carrots Com was asked...,Basic knowledge of analysis and my roles and responsibilities About work nature and the tools which I use,26-Sep-19
Data Analyst at Virtusa was asked...,synonym of Buy,30-Dec-19
Data Analyst at Indegene was asked...,Outlier treatement,8-Jan-20
Senior Data Analyst at Nuevora was asked...,"how long you will stay in our company, if we fired you then how do you feel",19-Jan-11
Senior Data Analyst at Nuevora was asked...,how to use pirated version of sas,19-Jan-11
Data Analyst at Knowlarity Communications was asked...,Tell me about yourself,14-Nov-17
Data Analyst at Mapprr was asked...,"1. ""Tell me a little about yourself.""",28-Jan-20
Data Analyst at CredR was asked...,Asked about the projects and your roles,17-Apr-16
Graduate Engineer Trainee (Data Analyst) at Manthan was asked...,Can you do sales?,26-Sep-16
Data Analyst at Baysquare was asked...,what is outlier,2-Sep-16
Data Analyst at Colgate-Palmolive was asked...,why we should hire you,24-Jul-17
Data Analyst at Safexpress Pvt was asked...,General teat,19-Sep-17
Data Analyst at Conduent was asked...,Based on the job,29-Jun-18
For Data Analyst at Iksula was asked...,Describe the projects you have worked on,4-Apr-19
Data Analyst at IonIdea was asked...,First round simple aptitude Basics,18-Jun-19
Data Analyst at Motilal Oswal Securities was asked...,Are you ready for 5 months internship program?,28-Jul-18
Data Analyst at Gramener was asked...,implement double linked list using hash maps,24-Aug-17
Data Analyst at Mu Sigma was asked...,Explain mathematical proof or to create a new question in mathematics,31-Jul-17
Data Analyst at Zee Entertainment was asked...,What are the various ways to present social media metrics?,15-Jan-20
Business Analyst/Data Analyst at BRIDGEi2i was asked...,Unsort a sorted array. Write a pseudo code for it,6-Nov-18
Data Analyst at KnowledgeHut was asked...,"tell me about your self ,what you did all these months ,",7-Apr-15
Data Analyst at LatentView Analytics was asked...,"If you place a knight at one corner of a 8*8 chess board, minimum how many steps will it take for it to reach the diagonally opposite corner place? Consider the conventional moving pattern for rook.",17-Apr-15
Data Analyst at Genpact was asked...,Do u believe in team work?,1-Jun-11
Data Analyst at LatentView Analytics was asked...,Analytical Puzzles,22-Aug-19
Data Analyst at LatentView Analytics was asked...,Puzzles.,20-Jul-19
Medical Data Analyst at Vasta Global was asked...,"Types of cancer, tnm staging, types of cancers, treatment modalities.",20-Feb-20
MIS Data Analyst at Tata Consultancy Services was asked...,Scenario based question on the upcoming requirement on Oracle SQL Developer,29-Jan-18
Data Analyst at Chandigarh University was asked...,basic question on Base SAS,9-May-17
Data Analyst at TEKsystems was asked...,"1. Do you know anything about this company(then 45 mins of speech about the company , work , environment n much more) ? 2. Do you know SQL(clearly in my profile I have never mentioned SQL, but she like ... give it a shot, just try it)",21-Jan-16
Data Analyst at Mr. Cooper was asked...,Sql questions were. 1) Rownumber 2) partition by 3) joins,26-Nov-19
Petroleum Data Analyst at Petrolink Services was asked...,The syllabus u have to study,26-Aug-18
Data Analyst at Wells Fargo was asked...,Why Wells Fargo?,13-Apr-19
Data Analyst at Squad was asked...,The activity had questions on statistics,2-Oct-19
Associate Data Analyst at Wipro was asked...,How you record a task in MS SQL?,11-Feb-20
Data Analyst at Wipro was asked...,They were asking around my resume and little bit about data structure.,14-Oct-19
Data Analyst at Cognizant Technology Solutions was asked...,What kind of sports I like the most??,2-Jan-16
Data Analyst at Snapdeal was asked...,how to get alert through nagios without using any paid sms servie,18-Mar-14
Junior Data Analyst at b3Intelligence was asked...,SQL related query asked,8-Jan-20
Research Data Analyst at Morningstar was asked...,Resume,5-Apr-19
Trading Fees Data Analyst at Credit Suisse was asked...,Excel test,26-Sep-19
Systems Administrative/Data Analyst at Schneider was asked...,Need more pro activeness to improve my knowledge.,24-Mar-15
Associate Data Analyst at GlobalLogic was asked...,They asked me about my background and checked wether I am fit for this profile by asking some random questions .,16-Feb-17
Data Analyst at GlobalLogic was asked...,Strength and Weakness,29-Jul-15
Data Analyst at GlobalLogic was asked...,cyber crime,27-Aug-15
Data Analyst at GlobalLogic was asked...,What is pishing,27-Jun-16
Data Analyst at IBM was asked...,how you will be our best selection,27-Apr-18
Data Analyst at Urjanet was asked...,Nothing unexpected questions,18-Sep-18
Research Data Analyst at Collegedunia was asked...,why did you want this job,23-Aug-18
Data Analyst at Zycus was asked...,No unexpected questions as such. Logical questions of 9 balls with one ball having less weight and how to cut the cake in 8 pieces in 3 attempts.,16-Apr-14
Systems Administrative/Data Analyst at Schneider was asked...,Need more pro activeness to improve my knowledge.,24-Mar-15
Trading Fees Data Analyst at Credit Suisse was asked...,Excel test,26-Sep-19
Associate Data Analyst at GlobalLogic was asked...,They asked me about my background and checked wether I am fit for this profile by asking some random questions .,16-Feb-17
Data Analyst- Intern at Sutherland was asked...,Tell us on how would you survey the hotel bussiness by not letting the person know you are surveying them.,24-Nov-12
Data Analyst at GlobalLogic was asked...,Why you want to join GL?,5-May-19
Data Analyst at GlobalLogic was asked...,cyber crime,27-Aug-15
Data Analyst at GlobalLogic was asked...,What is pishing,27-Jun-16
Data Analyst at GlobalLogic was asked...,Strength and Weakness,29-Jul-15
Senior Data Analyst at Synchrony was asked...,1. what is the differance between scan and find? 2. how to merge a data 3. syntax for inner join 4.data and time functions,17-Apr-17
Data Analyst at IQVIA was asked...,basic questions,9-Jan-20
Data Analyst at Intelliswift was asked...,Questions about e-commerce,1-Feb-16
Data Analyst at Bank of America was asked...,Basic questions on Hive and spark were asked. Ex-joining tables etc.,23-Jan-18
Data Analyst at EY was asked...,1) About projects,28-Apr-19
Data Analyst at SAP was asked...,"U are recording data from CCTV camera, where there is less change in data wrt time. How will you store data to optimize memory",23-Nov-15
Data Analyst at Servian was asked...,SQL Programming Questions,11-Oct-19
Data Analyst at Facebook was asked...,"Telephonic interviews were general. Things about what i did in my previous company and if I'm familiar with tools Onsite interviews were a mix of technical and general. Technical questions were about simple coding challenges, math problems and puzzle solving. Non-technical questions were about structured thinking and logic",18-Jan-16
Data Analyst at Facebook was asked...,Sql,12-Apr-16
Data Analyst at Cure.Fit was asked...,#NAME?,10-Apr-18
Data Analyst at Capgemini was asked...,one puzzle write a program to print prime numbers and armstrong number,27-Nov-19
Data Analyst at Accenture was asked...,Do you have knowledge of excel and tell me 10 formulae of excel?,15-Sep-18
Data Analyst at AXA XL was asked...,Difference between UNION and UNION ALL?,4-Sep-19
Data Analyst at Fractal was asked...,Guesstimates and Probability along with Business related questions.,19-Sep-17
Data Analyst at Accenture was asked...,basic questions,18-Nov-17
Data Analyst at Accenture was asked...,HR round 1 Aptitude test Technical test Technical round 1 Technical round 2 HR round 2,24-Mar-20
